id	is_critical	platforms	description
CVE-2023-1595	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1596	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1597	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1598	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1601	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1602	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1603	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1604	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1605	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1606	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1607	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1608	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1609	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1610	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1611	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1612	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1613	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1614	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1615	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1616	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1617	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1618	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1619	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1620	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1621	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1622	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1623	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1624	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1625	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1626	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1627	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1628	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1629	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1630	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1631	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1632	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1633	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1634	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1635	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1636	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1637	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1638	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1639	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1640	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1641	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1642	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1643	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1644	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1645	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1646	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1647	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1648	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1649	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1650	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1651	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1652	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1654	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1655	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1656	FALSE	['Windows', 'Windows_v1.5.20']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1659	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1660	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1661	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1663	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1664	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1665	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1666	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1667	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1668	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1669	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1670	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1671	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1672	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1673	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1674	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1675	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1676	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1677	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1678	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1679	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1680	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1681	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1682	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1683	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1684	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1685	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1686	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1687	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1688	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1689	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1690	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1691	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1692	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1693	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1694	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1695	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1696	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1697	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1698	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1699	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1701	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1702	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1703	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1704	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1705	FALSE	['Windows', 'Windows_v1.7.0']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1706	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1707	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1708	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1709	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1710	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1711	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1712	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1713	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1714	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1715	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1716	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1717	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1718	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1719	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1720	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1721	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1722	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1723	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1724	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1725	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1726	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1728	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1729	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1730	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1731	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1732	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1733	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1734	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1735	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1736	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1737	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1738	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1739	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1740	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1741	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1742	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1743	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1744	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1745	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1746	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1747	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1748	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1749	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1750	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1751	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1752	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1753	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1754	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1755	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1756	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1757	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1758	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1759	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1760	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1761	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1762	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1763	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1764	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1765	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1766	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1767	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1768	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1769	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1770	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1771	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1772	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1773	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1774	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1775	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1776	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1777	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1778	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1779	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1780	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1782	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1783	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1784	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1785	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1786	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1787	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1788	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1789	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1790	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1791	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1792	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1793	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1794	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1795	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1796	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1797	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1798	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1799	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1800	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1801	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1802	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1803	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1804	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1805	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1806	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1807	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1809	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1810	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1811	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1812	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1813	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1814	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1815	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1816	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1817	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1818	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1819	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1820	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1821	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1822	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1823	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1825	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1826	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1827	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1829	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1831	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1832	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1833	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1834	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1835	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1836	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1837	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1838	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1839	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1840	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1841	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1842	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1843	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1844	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1845	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1846	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1847	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1848	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1849	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1850	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1851	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1852	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1853	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1854	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1855	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1856	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1857	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1858	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1859	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1860	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1861	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1862	FALSE	['Windows', 'Windows_v2023.3.381']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1863	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1864	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1865	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1866	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1867	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1868	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1869	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1870	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1871	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1872	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1873	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1874	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1875	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1876	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1877	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1878	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1879	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1880	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1881	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1882	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1883	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1884	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1885	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1886	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1887	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1888	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1889	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1890	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1891	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1892	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1893	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1894	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1895	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1897	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1898	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1899	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1900	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1901	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1902	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1903	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1904	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1905	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1906	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1907	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1908	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1909	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1910	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1911	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1912	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1913	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1915	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1916	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1917	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1918	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1919	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1920	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1921	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1922	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1923	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1924	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1925	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1926	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1927	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1928	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1929	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1930	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1931	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1932	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1934	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1935	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1936	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1937	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1938	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1939	TRUE	['Windows', 'Windows_v2022.3.33']	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1940	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1941	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1942	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1943	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1944	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1945	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1946	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1947	TRUE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1948	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
CVE-2023-1949	FALSE	[]	Extract cybersecurity concepts and relationships from the following description:...
